Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
201712,01,001,3,6,Autauga County                ,11,11,3225446,0,0,0,0,0,0,0,0,0,11,11,3225446,0,0,0,0,0,0,0,0,0
201712,01,007,3,6,Bibb County                   ,1,1,235594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,01,009,3,6,Blount County                 ,4,4,540000,0,0,0,0,0,0,0,0,0,4,4,540000,0,0,0,0,0,0,0,0,0
201712,01,021,3,6,Chilton County                ,1,1,185000,0,0,0,0,0,0,0,0,0,1,1,185000,0,0,0,0,0,0,0,0,0
201712,01,073,3,6,Jefferson County              ,84,84,22828372,0,0,0,0,0,0,1,31,4163260,67,67,19606962,0,0,0,0,0,0,0,0,0
201712,01,081,3,6,Lee County                    ,73,73,20682643,1,2,144250,0,0,0,0,0,0,35,35,9695158,0,0,0,0,0,0,0,0,0
201712,01,083,3,6,Limestone County              ,17,17,3017760,0,0,0,0,0,0,0,0,0,17,17,3017760,0,0,0,0,0,0,0,0,0
201712,01,089,3,6,Madison County                ,138,138,18396501,0,0,0,0,0,0,0,0,0,137,137,18270186,0,0,0,0,0,0,0,0,0
201712,01,113,3,6,Russell County                ,12,12,1700343,0,0,0,0,0,0,0,0,0,12,12,1700343,0,0,0,0,0,0,0,0,0
201712,01,115,3,6,St. Clair County              ,7,7,1410707,0,0,0,0,0,0,0,0,0,4,4,827383,0,0,0,0,0,0,0,0,0
201712,01,117,3,6,Shelby County                 ,60,60,15004776,0,0,0,0,0,0,1,5,767250,14,14,3459092,0,0,0,0,0,0,0,0,0
201712,01,127,3,6,Walker County                 ,1,1,500000,0,0,0,0,0,0,0,0,0,1,1,500000,0,0,0,0,0,0,0,0,0
201712,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,020,4,9,Anchorage Municipality        ,65,65,20366482,0,0,0,1,4,694374,2,15,2371433,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,070,4,9,Dillingham Census Area        ,1,1,287714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,100,4,9,Haines Borough                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,02,110,4,9,Juneau City and Borough       ,1,1,261718,0,0,0,0,0,0,0,0,0,1,1,261718,0,0,0,0,0,0,0,0,0
201712,02,122,4,9,Kenai Peninsula Borough       ,4,4,958849,0,0,0,0,0,0,0,0,0,1,1,300000,0,0,0,0,0,0,0,0,0
