Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
202012,01,001,3,6,Autauga County                ,27,27,8476474,0,0,0,0,0,0,0,0,0,27,27,8476474,0,0,0,0,0,0,0,0,0
202012,01,007,3,6,Bibb County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,01,009,3,6,Blount County                 ,1,1,125000,0,0,0,0,0,0,0,0,0,1,1,125000,0,0,0,0,0,0,0,0,0
202012,01,021,3,6,Chilton County                ,6,6,990000,0,0,0,0,0,0,0,0,0,6,6,990000,0,0,0,0,0,0,0,0,0
202012,01,073,3,6,Jefferson County              ,113,113,35741831,1,2,247329,0,0,0,1,7,705878,72,72,25200117,0,0,0,0,0,0,0,0,0
202012,01,081,3,6,Lee County                    ,120,120,31187776,1,2,433506,0,0,0,0,0,0,87,87,23445743,1,2,433506,0,0,0,0,0,0
202012,01,083,3,6,Limestone County              ,44,44,10257676,0,0,0,0,0,0,0,0,0,44,44,10257676,0,0,0,0,0,0,0,0,0
202012,01,089,3,6,Madison County                ,323,323,51881161,0,0,0,0,0,0,0,0,0,187,187,23946563,0,0,0,0,0,0,0,0,0
202012,01,113,3,6,Russell County                ,27,27,5603189,0,0,0,0,0,0,0,0,0,27,27,5603189,0,0,0,0,0,0,0,0,0
202012,01,115,3,6,St. Clair County              ,41,41,6753704,1,2,175000,0,0,0,0,0,0,17,17,2254755,0,0,0,0,0,0,0,0,0
202012,01,117,3,6,Shelby County                 ,76,76,20101896,0,0,0,0,0,0,0,0,0,68,68,17851545,0,0,0,0,0,0,0,0,0
202012,01,127,3,6,Walker County                 ,5,5,678101,0,0,0,0,0,0,0,0,0,5,5,678101,0,0,0,0,0,0,0,0,0
202012,02,013,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,016,4,9,Aleutians West Census Area    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,020,4,9,Anchorage Municipality        ,88,88,27567034,0,0,0,1,4,694844,2,21,3320007,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,050,4,9,Bethel Census Area            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,060,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,070,4,9,Dillingham Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,100,4,9,Haines Borough                ,1,1,149444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202012,02,110,4,9,Juneau City and Borough       ,2,2,422067,1,2,398304,0,0,0,0,0,0,2,2,422067,1,2,398304,0,0,0,0,0,0
202012,02,122,4,9,Kenai Peninsula Borough       ,3,3,756344,0,0,0,0,0,0,0,0,0,1,1,314000,0,0,0,0,0,0,0,0,0
